nombre,run,Dv,Correo,Nombre_usuario,Contrasena,Telefono_contacto,Jornada,Isapre,Contrato,Codigo_reserva,Codigo_agenda,Fecha,Monto,Cantidad_personas,Estado_disponibilidad,Numero_viaje,Lugar_origen,Lugar_llegada,Fecha_salida,Fecha_llegada,Capacidad,Tiempo_estimado,Precio_asiento,Empresa,Tipo_de_bus,Comodidades,Escalas,Clase,Paradas
"Luis Varela Campos",27079745,8,Luiscampos@viajes.cl,luvaca,f7xoEbKyZIPbMhl,"+56 9 8335 1994",Diurno,Colmena,"Full time",606465,,,,,Disponible,88801,Telde,Orihuela,2026-09-30,2026-11-19,23,1207,44000,"Air Canada",,{},"{Benidorm,""Cerdañola del Vallés"",Inca}",,{}
"Sta. Rodrigo Granado Ordóñez",13883287,2,strogror@viajes.cl,Sta.ordóñez,rL43jx530,"+56 2 7344 5361",Nocturno,Fonasa,"Full time",606467,,,0,,Disponible,21284,elda,Paterna,2025-11-07,2026-04-19,10,3934,483000,EasyJet,,{},"{Móstoles,Zaragoza}",,{}
"Soledad Fuentes Botello",304211,1,sofubo@viajes.cl,soledad9665,tjFzdqGI50A4RQ,"+56 2 4689 2480",Diurno,"Más vida","Full time",606469,,,,,Disponible,1549,Guadalajara,AlcaládeGuadaira,2026-05-20,2026-06-12,60,556,7000,"British Airways",,{},"{Baracaldo,Fuengirola}",,{}
"Caridad Nieves Arguello",24616084,8,caridad7120@viajes.cl,caniar,XRH5jT3Vy6o,"+56 9 4238 4465",Diurno,Colmena,"Full time",606471,,,,,Disponible,94586,Manresa,Cartagena,2025-01-07,2025-05-30,7,3455,361000,Qantas,,{},{},,{}
"Berta Valdivia Velázquez",14668478,5,bevave@viajes.cl,berta3344,J3Ub8BG1lh5Zakp,"+56 2 7233 2787",Diurno,"Más vida","Full time",606472,,,,,Disponible,84188,Orihuela,Huelva,2026-06-20,2026-11-12,23,3488,201000,Qantas,,{},"{""Chiclana de la Frontera"",Cuenta,Irún,""Chiclana de la Frontera"",Paterna}",,{}
"José María Arellano Rivero",21912124,5,JosOorivero@viajes.cl,josé7016,8Q6hOuzNpZ7,"+56 9 9705 2427",Diurno,Consalud,"Part time",606473,,,,,Disponible,96579,Zamora,Valladolid,2025-08-02,2025-10-30,29,2149,99000,"Spirit Airlines",,{},{Telde},,{}
"Luis Miguel Ballesteros Sisneros",6553812,1,Luissisneros@viajes.cl,Luissisneros,OhndHfWOd4,"+56 9 7998 1484",Nocturno,Colmena,"Full time",606474,,,,,Disponible,24734,Irún,Móstoles,2025-12-08,2026-05-25,64,4038,176000,Qantas,,{},{},,{}
"Margarita Ortega Posada",12961009,3,margarita8473@viajes.cl,Margaritaposada,wg8G8ZbjnKN,"+56 2 4957 4786",Diurno,Banmédica,"Part time",606475,,,,,Disponible,1776,CiudadReal,Murcia,2026-05-02,2026-05-22,52,499,170000,Ryanair,,{},"{Torremolinos,Coslada,Móstoles}",,{}
"Sra. Federico Trejo Candelaria",11496966,4,sra.6064@viajes.cl,srfetrca,DOiECn2f,"+56 2 5673 6068",Nocturno,Colmena,"Full time",606476,,,,,Disponible,80557,Lérida,Mijas,2025-04-26,2025-08-21,54,2812,174000,"Delta Air Lines",,{},"{Lugo,""La Coruña"",Valladolid}",,{}
"Raúl Covarrubias Arredondo",4180767,9,RaOUlarredondo@viajes.cl,raúl4292,gd1JiP6gpiUTAH,"+56 9 2533 5697",Nocturno,Fonasa,"Full time",606477,,,,,Disponible,10125,TalaveradelaReina,SantaLucíadeTirajana,2025-11-15,2026-04-14,5,3618,394000,"Turkish Airlines",,{},"{Calahorra,Elche}",,{}
"Leonor Pedroza Vallejo",10308067,3,Leonorvallejo@viajes.cl,lepeva,yWHt4ntSIX,"+56 9 8231 5479",Diurno,Fonasa,"Full time",606478,,,,,Disponible,36686,Mijas,GERONA,2026-06-30,2026-11-26,22,3598,225000,"Turkish Airlines",,{},"{León,Gandía,Gijón}",,{}
"Elena Santana Sotelo",18626727,3,elsaso@viajes.cl,elena5768,6IomiZZ5qi3jHvI,"+56 9 1782 7996",Diurno,Banmédica,"Part time",606480,,,,,Disponible,28177,Huelva,Telde,2025-11-23,2026-03-29,56,3027,326000,"Delta Air Lines",,{},"{Mijas,""Molina de Segura"",Puertollano,Alcorcón}",,{}
"José Luis Venegas Quiroz",29050390,6,JosOoquiroz@viajes.cl,joluvequ,33DVlbBvXvQ,"+56 2 2709 2039",Diurno,"Más vida","Part time",606482,,,0,,Disponible,23053,Córdoba,Puertollano,2025-12-16,2026-05-13,97,3566,352000,"Southwest Airlines",,{},{Alcoy},,{}
"María Soledad Chávez Ortiz",11575059,3,MarOAaortiz@viajes.cl,maría946,P9HYes26crt,"+56 2 6400 0616",Diurno,"Más vida","Part time",606483,,,,,Disponible,49232,MolinadeSegura,Linares,2025-07-05,2025-11-27,85,3482,273000,Aeroméxico,,{},"{Guadalajara,Cádiz,""Dos Hermanas"",Irún}",,{}
"Sta. Marco Antonio Abrego Lira",29972413,1,Sta.lira@viajes.cl,Sta.lira,PmkH0nYCROk,"+56 2 7934 9106",Diurno,Colmena,"Full time",606486,,,,,Disponible,9706,Mérida,Elda,2026-04-11,2026-07-22,16,2457,88000,"Southwest Airlines",,{},{},,{}
"José Luis Lozano Orosco",18616291,9,joluloor@viajes.cl,joluloor,gcsV7AM0LFN,"+56 2 4626 7148",Nocturno,Fonasa,"Part time",606600,,,,,Disponible,42652,Alicante,CEUTA,2025-07-11,2025-11-21,96,3203,390000,Ryanair,,{},{Palencia},,{}
"Gloria Valdivia Alonzo",8098294,1,gloria5117@viajes.cl,glvaal,9CwLWG9kDaFt,"+56 2 8219 4104",Diurno,Fonasa,"Part time",606487,,,,,Disponible,45677,AlcaládeHenares,Alicante,2025-06-30,2025-08-02,56,813,75000,"Ethiopian Airlines",,{},"{Badajoz,""La Línea de la Concepción"",Mijas,Reus,""Santa Lucía de Tirajana""}",,{}
"Cristobal Delacrúz Arenas",3201692,8,Cristobalarenas@viajes.cl,crdear,3O3zoQYSv2m9Nkvl,"+56 9 7115 1898",Diurno,"Más vida","Part time",606488,,,,,Disponible,47173,SantaCruzdeTenerife,ElPuertodeSantaMaría,2025-09-27,2026-02-25,10,3641,308000,EasyJet,,{},{},,{}
"Benito Lucero Guevara",14242582,3,benito4793@viajes.cl,benito2597,x6sXsMkdVgJFDwQ,"+56 2 8945 6384",Diurno,"Más vida","Full time",606489,,,,,Disponible,71557,Torremolinos,Orihuela,2026-06-11,2026-10-23,50,3237,107000,"Copa Airlines",,{},"{""El Prat de LLobregat"",Fuengirola,Inca,""Las Palmas de Gran Canaria"",Valladolid}",,{}
"Carlota Cortés Zaragoza",3183011,7,cacoza@viajes.cl,carlota1847,bgYtXA7A,"+56 2 9589 5133",Diurno,"Más vida","Part time",606490,,,,,Disponible,37766,Huelva,SanCristróbaldelaLaguna,2026-03-10,2026-07-30,60,3421,400000,"Wizz Air",,{},"{Albacete,Avilés}",,{}
"Mateo Mejía Borrego",20147551,1,mateo3420@viajes.cl,mateo7042,H5QeaIi0,"+56 2 8998 5744",Nocturno,Consalud,"Full time",606491,,,,,Disponible,32889,SanCristróbaldelaLaguna,Zamora,2025-12-06,2026-03-12,21,2326,191000,"Frontier Airlines",,{},{},,{}
"Sta. Norma Bahena Hernández",18622207,5,Sta.hernOendez@viajes.cl,Sta.hernández,sifOkNTJ5EerQk6V,"+56 9 8997 0297",Diurno,Colmena,"Part time",606492,,,,,Disponible,43929,CerdañoladelVallés,Cuenta,2025-06-30,2025-10-17,83,2634,216000,"LATAM Airlines",,{},{Lérida},,{}
"Débora Munguía Perales",16225759,5,DOoboraperales@viajes.cl,Déboraperales,dn8Z36HVW09LiHmb,"+56 2 5299 8508",Nocturno,Banmédica,"Part time",606493,,,,,Disponible,8678,TalaveradelaReina,Manresa,2026-09-17,2026-09-25,85,194,79000,WestJet,,{},"{""La Coruña"",Torrevieja,Santander,""Santa Cruz de Tenerife"",Manresa}",,{}
"César Collado Roque",2899442,7,cOocoro@viajes.cl,césar3259,pZM5TJ1znS,"+56 2 3263 9634",Nocturno,"Más vida","Full time",606496,,,,,Disponible,87509,talaveradelareina,LéRIDA,2026-03-23,2026-09-04,1,3966,484000,"Spirit Airlines",,{},{Cádiz},,{}
"Jacobo Adame Rosales",9883330,7,Jacoborosales@viajes.cl,Jacoborosales,rIMm1pxi0Js0,"+56 9 7007 6833",Diurno,Consalud,"Full time",606500,,,,,Disponible,89023,Torremolinos,Torrevieja,2026-07-22,2026-12-22,99,3672,299000,Lufthansa,,{},"{""Ciudad Real"",Telde,""Torrejón de Ardoz""}",,{}
"Sr. Carmen Domínquez Lara",3797695,4,srcadola@viajes.cl,Sr.lara,xxYg01C2LxSn0C,"+56 2 7457 0656",Diurno,Consalud,"Full time",606501,,,,,Disponible,82808,RoquetasdeMar,Cádiz,2025-05-22,2025-08-13,30,1996,91000,"Copa Airlines",,{},"{Puertollano,Alcoy,Parla}",,{}
"Sr. Sergio Ozuna Puente",12232872,4,Sr.puente@viajes.cl,srseozpu,d52WbZC5U,"+56 2 9226 1282",Nocturno,"Más vida","Part time",606502,,,,,Disponible,78009,Sagunto,Marbella,2025-05-30,2025-11-05,26,3824,255000,"Frontier Airlines",,{},"{Albacete,""Mollet del Vallés"",Fuengirola,""El Ejido""}",,{}
"Margarita Vergara Montes",18492807,8,margarita2183@viajes.cl,margarita2113,DHtcjsI5FXyyQdFE,"+56 9 8738 7530",Diurno,Consalud,"Full time",606503,,,,,Disponible,54050,Móstoles,Paterna,2025-03-14,2025-06-24,22,2454,136000,Aeroméxico,,{},"{Vitoria,Rivas-Vaciamadrid,Málaga,Jaén,Manresa}",,{}
"Sra. Carolina Balderas Magaña",8661650,5,srcabama@viajes.cl,Sra.magaña,3GZvsCFd3ESh6,"+56 2 3254 6873",Diurno,Colmena,"Part time",606504,,,,,Disponible,84111,Alcoy,Benalmádena,2026-06-09,2026-11-30,78,4188,417000,Emirates,,{},"{Getafe,Viladecans}",,{}
"Ángela Vargas Berríos",10150082,9,Oenvabe@viajes.cl,Ángelaberríos,Hp1s3uaCX,"+56 9 8162 7815",Nocturno,Fonasa,"Full time",606505,,,,,Disponible,96548,gandía,Cuenta,2026-06-23,2026-12-08,90,4033,483000,KLM,,{},"{Sevilla,Cáceres,""Santa Coloma de Gramanet"",Mataró}",,{}
"Sr. Julio César Rascón Medrano",23840725,7,srjucOorame@viajes.cl,Sr.medrano,5XG142XIvsAsS,"+56 9 5193 5323",Nocturno,Banmédica,"Part time",606507,,,,,Disponible,43581,León,Madrid,2025-04-24,2025-08-31,46,3104,251000,"Etihad Airways",,{},"{Majadahonda,Móstoles,Orense}",,{}
"Dorotea Uribe Granado",19430620,2,Doroteagranado@viajes.cl,dorotea6064,C4oV7E2FNjsZa,"+56 2 0795 9307",Diurno,"Más vida","Full time",606509,,,,,Disponible,94327,MolinadeSegura,Algeciras,2026-04-09,2026-09-18,26,3892,180000,Emirates,,{},"{Valladolid,Huelva}",,{}
"Pablo Montañez Gastélum",4180446,7,pablo5674@viajes.cl,Pablogastélum,pPFhajV4zrXF1T,"+56 2 3648 7565",Nocturno,Fonasa,"Full time",606510,,,,,Disponible,57394,Elche,Salamanca,2025-04-03,2025-08-29,24,3557,363000,"Copa Airlines",,{},{},,{}
"Carmen Arenas Limón",11225168,5,caarli@viajes.cl,Carmenlimón,vAPQzarP4Y0cBCXo,"+56 2 1004 8497",Diurno,Fonasa,"Full time",606511,,,,,Disponible,19256,Móstoles,Motril,2026-09-01,2026-12-31,30,2923,191000,"Delta Air Lines",,{},{Benidorm},,{}
"Lourdes Jiménez Quintero",11567449,8,lourdes1321@viajes.cl,Lourdesquintero,K0zOxdM87f,"+56 2 1400 4546",Diurno,Fonasa,"Full time",606512,,,,,Disponible,15453,Lorca,Estepona,2026-10-03,2026-12-15,57,1758,146000,"Japan Airlines",,{},"{Getafe,Rivas-Vaciamadrid}",,{}
"Miguel Torres Cazares",26863168,2,mitoca@viajes.cl,mitoca,AkGQmu3vv,"+56 9 2212 4326",Diurno,Consalud,"Full time",606513,,,,,Disponible,63911,CerdañoladelVallés,Paterna,2026-02-23,2026-07-27,67,3705,381000,Emirates,,{},"{Segovia,Mataró,Burgos,Elda}",,{}
"Dorotea Uribe Granado",19430620,2,Doroteagranado@viajes.cl,dorotea6064,C4oV7E2FNjsZa,"+56 2 0795 9307",Diurno,"Más vida","Full time",606514,,,,,Disponible,4587,Calahorra,Zamora,2025-10-24,2026-02-25,53,2990,222000,"Wizz Air",,{},"{Burgos,Zaragoza,""El Puerto de Santa María"",Córdoba,Ponferrada}",,{}
"Sta. Victoria Aguilera Abrego",22149095,9,sta.6264@viajes.cl,sta.2689,I6WR6AqsAZ,"+56 9 8860 3476",Nocturno,"Más vida","Full time",606516,,,,,Disponible,4439,Palencia,Getafe,2025-12-04,2026-02-03,31,1485,153000,Aeroméxico,,{},"{Ávila,Badalona,Benidorm}",,{}
"Clara Castañeda Montaño",8641395,7,clara5464@viajes.cl,clcamo,C0I2A91bp1c5H,"+56 9 0227 7355",Nocturno,"Más vida","Part time",606519,,,,,Disponible,2750,Zamora,Getafe,2026-10-29,2027-04-12,26,3972,176000,"Wizz Air",,{},{},,{}
"Elena Mayorga Ferrer",29015631,9,elena8855@viajes.cl,elmafe,5lip0TGSPWdz,"+56 9 5925 6956",Diurno,Consalud,"Full time",606520,,,,,Disponible,72880,ElPratdeLLobregat,SanFernando,2026-10-21,2027-04-13,100,4188,215000,"Air Canada",,{},"{Albacete,Calahorra,Elche}",,{}
"Miguel Calderón Lucero",9419830,5,micalu@viajes.cl,miguel4698,3LgOmkG0,"+56 2 2095 6967",Diurno,Colmena,"Full time",606521,,,,,Disponible,99947,Ceuta,PalmadeMallorca,2026-04-14,2026-06-12,29,1416,37000,"LATAM Airlines",,{},{Benalmádena},,{}
"Daniela Rascón Tórrez",253986,1,daniela3887@viajes.cl,daniela2635,iWNz64UdF7,"+56 2 9130 2226",Nocturno,Consalud,"Part time",606522,,,,,Disponible,93731,Alcobendas,Pontevedra,2026-11-03,2027-04-07,71,3734,308000,"Japan Airlines",,{},"{""San Cristróbal de la Laguna"",Irún}",,{}
"Homero Treviño Galván",19650781,7,homero7092@viajes.cl,homero963,1s1ZkNFZ4ZMfJ,"+56 9 9013 4226",Diurno,Banmédica,"Part time",606524,,,0,,Disponible,1789,Vigo,Alcorcón,2025-06-13,2025-08-30,88,1888,70000,Ryanair,,{},"{""Hospitalet de LLobregat"",""Santa Lucía de Tirajana"",Barcelona,Viladecans}",,{}
"Rebeca de Anda Cepeda",4800913,1,rebeca9169@viajes.cl,rebeca4802,oiG2Z4NZwPv,"+56 2 0594 6786",Diurno,Colmena,"Full time",606525,,,,,Disponible,28228,Estepona,Puertollano,2025-07-03,2025-08-25,20,1294,36000,Iberia,,{},"{Cuenta,Albacete,Sabadell}",,{}
"Mayte Corrales Posada",9934387,7,mayte3683@viajes.cl,macopo,IHLUDv09eNUk,"+56 2 5553 6800",Diurno,Consalud,"Full time",606526,,,,,Disponible,40751,Benidorm,Orihuela,2025-02-17,2025-08-03,100,4026,330000,"Alaska Airlines",,{},{Segovia},,{}
"Eva Tórrez Villaseñor",16591584,4,evtOIvi@viajes.cl,eva6479,4y1iActhmCX,"+56 9 9120 6974",Nocturno,Fonasa,"Part time",606527,,,,,Disponible,20735,Linares,Puertollano,2026-04-04,2026-04-27,37,570,23000,"All Nippon Airways (ANA)",,{},"{""Alcalá de Guadaira"",Parla,Arrecife,Granada,Estepona}",,{}
"Esteban Villa Robles",7866456,8,esviro@viajes.cl,esviro,dtTWGs6kYQPZUWp,"+56 2 1901 6299",Nocturno,Fonasa,"Part time",606529,,,,,Disponible,89585,Gijón,Segovia,2026-06-14,2026-06-24,33,252,157000,WestJet,,{},{Getafe},,{}
"Sr. Rosalia Flórez Verduzco",13084564,9,sr.7950@viajes.cl,srroflve,t8LVko4lKc,"+56 9 5593 0875",Nocturno,"Más vida","Part time",606532,,,0,,Disponible,21319,Estepona,Sevilla,2025-11-11,2026-04-09,41,3594,302000,"Air Canada",,{},"{Rivas-Vaciamadrid,Getafe,Córdoba,Calahorra}",,{}
"Micaela Loera Olvera",6657949,2,milool@viajes.cl,milool,Qe2e9erOvkVS2llU,"+56 2 7778 6950",Diurno,Banmédica,"Part time",606534,,,,,Disponible,42459,Pontevedra,Alcorcón,2026-03-10,2026-07-17,4,3099,182000,"Air New Zealand",,{},"{Coslada,Fuenlabrada}",,{}
"Sr. Víctor Gil Perea",9459830,3,Sr.perea@viajes.cl,Sr.perea,g21I2OfWWJ,"+56 2 4479 0851",Nocturno,Consalud,"Full time",606535,,,,,Disponible,53265,ChiclanadelaFrontera,SantaLucíadeTirajana,2026-03-09,2026-07-01,58,2755,202000,"Delta Air Lines",,{},"{Viladecans,""Castellón de la Plana"",Algeciras}",,{}
"Conchita Espino Paz",9023728,4,conchita3389@viajes.cl,Conchitapaz,dCAUsLcO0,"+56 2 7616 6243",Diurno,"Más vida","Full time",606539,,,,,Disponible,8125,Mijas,Elche,2026-02-04,2026-05-03,25,2114,189000,"Frontier Airlines",,{},"{Jaén,""El Prat de LLobregat""}",,{}
"Sra. Manuel Hernández Villalpando",18628586,7,sra.6391@viajes.cl,Sra.villalpando,u4SQusKGSsvwt7V,"+56 9 7946 0651",Diurno,Fonasa,"Full time",606540,,,,,Disponible,3733,SanFernando,SanFernando,2025-06-17,2025-10-04,21,2635,277000,Emirates,,{},"{Manresa,""Jerez de la Frontera""}",,{}
"Sra. Gabriel Verdugo Crespo",13294986,7,Sra.crespo@viajes.cl,srgavecr,3yXQg004,"+56 9 3435 8898",Nocturno,Fonasa,"Part time",606543,,,,,Disponible,12214,Viladecans,Zamora,2025-01-04,2025-06-22,89,4056,195000,"American Airlines",,{},{},,{}
"Anita Luna Villaseñor",26397153,1,Anitavillasenor@viajes.cl,anluvi,w55LrjD1mSNYUD,"+56 2 9341 3035",Diurno,"Más vida","Full time",606544,,,,,Disponible,99653,Torrevieja,Elche,2025-04-18,2025-08-17,22,2916,260000,"Japan Airlines",,{},"{""Cerdañola del Vallés"",Marbella,""Santiago de Compostela"",Gecho,Valdemoro}",,{}
"Leticia Orosco Bravo",21143382,5,leorbr@viajes.cl,leticia6294,Ic3qaxAsiLCqy00,"+56 9 3361 6227",Diurno,Fonasa,"Full time",606546,,,,,Disponible,13687,Almería,VALDEMORO,2025-02-07,2025-03-29,62,1204,149000,"Japan Airlines",,{},"{""Sanlúcar de Barrameda""}",,{}
"Beatriz Velásquez Collazo",20236420,9,Beatrizcollazo@viajes.cl,beveco,kwMFcL4ZNow8hZd,"+56 9 5182 9894",Nocturno,Consalud,"Part time",606548,,,,,Disponible,8158,torrejóndeardoz,Valdemoro,2025-06-03,2025-10-21,81,3381,361000,Avianca,,{},"{Benidorm,""El Ejido"",""San Fernando"",""Cerdañola del Vallés"",Torrevieja}",,{}
"Luisa Avilés Heredia",462514,5,luisa367@viajes.cl,luavhe,629ro0jPaz,"+56 2 8568 3076",Nocturno,Banmédica,"Full time",606550,,,,,Disponible,87846,Linares,Estepona,2026-11-09,2027-04-01,28,3439,258000,Qantas,,{},"{Valladolid,""La Coruña"",""San Sebastían de los Reyes""}",,{}
"Marco Antonio Zepeda Cano",12164451,7,marco1971@viajes.cl,Marcocano,6mRnvtXTWE36Y,"+56 9 5973 1706",Nocturno,Colmena,"Part time",606552,,,,,Disponible,3365,CastellóndelaPlana,Orense,2026-09-02,2027-01-26,53,3516,286000,Emirates,,{},"{""Cerdañola del Vallés"",""Castellón de la Plana""}",,{}
"Sta. Adriana Muñoz Vázquez",27756154,9,stadmuvOe@viajes.cl,Sta.vázquez,8PCwWbgF4G5d,"+56 9 2003 4160",Nocturno,Fonasa,"Full time",606554,,,,,Disponible,42594,CiudadReal,Baracaldo,2025-12-11,2026-04-21,18,3159,318000,Ryanair,,{},"{""San Sebastián"",Sevilla,Calahorra,Paterna}",,{}
"Adela Vallejo Duarte",20039212,4,adela7630@viajes.cl,adela8196,rxX8iAvCWy57x,"+56 2 5468 2411",Diurno,Colmena,"Part time",606555,,,,,Disponible,12658,Lorca,Sevilla,2025-06-15,2025-08-23,4,1669,200000,"Frontier Airlines",,{},"{Arrecife,Elda,Manresa,Alcoy,Parla}",,{}
"Marisol Raya Mora",17346414,2,maramo@viajes.cl,Marisolmora,k2azAeN0,"+56 9 0218 6007",Nocturno,"Más vida","Full time",606556,,,0,,Disponible,50720,burgos,Reus,2025-12-23,2026-05-21,17,3577,231000,"Air New Zealand",,{},{},,{}
"Adela Cepeda Arreola",26923907,7,adela8346@viajes.cl,Adelaarreola,Q9skbvwzgDYfd,"+56 9 9137 0196",Diurno,Fonasa,"Full time",606557,,,,,Disponible,89477,Puertollano,SanlúcardeBarrameda,2025-10-28,2026-03-26,1,3598,288000,"Etihad Airways",,{},"{""Talavera de la Reina"",""Cornellá de Llobregat"",Tarrasa,Alcobendas}",,{}
"Eloisa Ávila Villarreal",16439552,9,eloisa7840@viajes.cl,Eloisavillarreal,IX4dOoxbTOHvIr,"+56 9 8461 4350",Nocturno,Consalud,"Part time",606559,,,0,,Disponible,10532,Zamora,Arrecife,2026-10-16,2026-11-01,93,393,114000,"Turkish Airlines",,{},"{""La Línea de la Concepción"",Mijas,Toledo}",,{}
"Sra. Andrea León Arce",26185346,9,sranlear@viajes.cl,sra.3290,lcnQw4e9hTP,"+56 2 5831 6851",Diurno,Fonasa,"Part time",606560,,,0,,Disponible,9903,zaragoza,Cuenta,2026-05-31,2026-08-18,75,1902,77000,WestJet,,{},"{Puertollano,""Santa Coloma de Gramanet"",Ceuta,Badalona,Madrid}",,{}
"Sra. Débora Burgos Maldonado",16584801,2,srdOobuma@viajes.cl,sra.7494,mcGaI5yylNFRR,"+56 2 2627 4966",Nocturno,Fonasa,"Full time",606561,,,,,Disponible,54408,Almería,RIVASVACIAMADRID,2026-05-18,2026-10-06,91,3398,309000,Qantas,,{},"{""Collado Villalba"",Telde,Gandía,Inca,Benidorm}",,{}
"José Luis Salazar Calderón",17010570,2,josOo8782@viajes.cl,josé807,dSZdzRvzxpWfG7,"+56 9 4687 4306",Diurno,Banmédica,"Full time",606562,,,,,Disponible,56880,Fuengirola,Benalmádena,2026-08-05,2027-01-28,68,4230,425000,"All Nippon Airways (ANA)",,{},{Manresa},,{}
"Sr. Antonio Valdés Pelayo",23952458,3,sranvape@viajes.cl,sranvape,71tKPeeTQB,"+56 2 2327 0994",Diurno,"Más vida","Part time",606563,,,,,Disponible,24301,Córdoba,PozuelodeAlarcón,2025-02-05,2025-04-27,44,1958,142000,Vueling,,{},{Jaén},,{}
"Manuel Contreras Rivera",373805,1,manuel7041@viajes.cl,manuel6903,O5mf9XKvx9evF2,"+56 9 9171 1867",Diurno,"Más vida","Full time",606564,,,,,Disponible,11227,Toledo,SanSebastíandelosReyes,2025-08-08,2025-12-05,86,2864,84000,EasyJet,,{},"{""San Sebastián"",León,Gijón,Getafe}",,{}
"Eva Tórrez Villaseñor",16591584,4,evtOIvi@viajes.cl,eva6479,4y1iActhmCX,"+56 9 9120 6974",Nocturno,Fonasa,"Part time",606565,,,,,Disponible,5492,Irún,Alcobendas,2026-09-07,2027-01-28,80,3442,254000,"Turkish Airlines",,{},"{Málaga,Telde,Mérida,""Collado Villalba"",Sabadell}",,{}
"Sra. Cristian Franco Matos",5417365,2,srcrfrma@viajes.cl,srcrfrma,Dz42JqwiBR9vQ,"+56 2 7879 6411",Diurno,Colmena,"Part time",606566,,,,,Disponible,8409,Reus,SantiagodeCompostela,2026-06-04,2026-10-21,33,3340,186000,Vueling,,{},"{Gijón,Pontevedra,""Mollet del Vallés"",Pamplona,Albacete}",,{}
"Teodoro Pagan Meza",26295075,1,teodoro835@viajes.cl,tepame,yV9yky6tg9u5v9oo,"+56 2 6791 8603",Nocturno,Colmena,"Part time",606567,,,,,Disponible,49322,torrejóndeardoz,Gerona,2025-09-19,2025-10-04,91,371,57000,"Air Canada",,{},{},,{}
"Sr. Gonzalo Téllez Perea",1926188,3,sr.2940@viajes.cl,Sr.perea,UUcoswA1XZGnFZ3M,"+56 2 8500 6553",Diurno,Fonasa,"Full time",606568,,,0,,Disponible,40995,Mérida,HOSPITALETDELLOBREGAT,2026-08-02,2026-08-27,95,622,68000,"Wizz Air",,{},"{Torrevieja,""Hospitalet de LLobregat""}",,{}
"Silvia Benavides Cortez",5749695,9,sibeco@viajes.cl,silvia258,32ysW4DxrJHmrt,"+56 9 5516 4408",Nocturno,"Más vida","Part time",606569,,,,,Disponible,85624,Torrevieja,Marbella,2026-05-15,2026-09-21,80,3110,350000,"American Airlines",,{},"{Córdoba,Barcelona}",,{}
"Martín Rodríguez Alva",23246554,9,MartOAnalva@viajes.cl,martín6406,P72qKib0njUPa,"+56 2 3423 5629",Nocturno,"Más vida","Full time",606572,,,,,Disponible,1995,Jaén,Elda,2026-05-10,2026-06-05,23,636,34000,"All Nippon Airways (ANA)",,{},"{Murcia,Logroño,""Sanlúcar de Barrameda"",Fuenlabrada,Sabadell}",,{}
"Pablo Montañez Gastélum",4180446,7,pablo5674@viajes.cl,Pablogastélum,pPFhajV4zrXF1T,"+56 2 3648 7565",Nocturno,Fonasa,"Full time",606573,,,,,Disponible,53941,CerdañoladelVallés,SantaCruzdeTenerife,2026-02-18,2026-08-15,52,4285,229000,"United Airlines",,{},"{Fuengirola,Inca,Fuenlabrada,""La Coruña"",Granada}",,{}
"Sr. Rosa Merino Valles",15468421,2,Sr.valles@viajes.cl,Sr.valles,awvVzF6Tca,"+56 2 8990 2307",Diurno,"Más vida","Full time",606574,,,,,Disponible,38617,Alcorcón,CastellóndelaPlana,2026-07-25,2026-11-22,61,2895,239000,Qantas,,{},{Cartagena},,{}
"Sta. Mariano Cavazos Montes",1786035,6,stmacamo@viajes.cl,Sta.montes,3x4G3DDuY,"+56 9 3409 8547",Nocturno,Colmena,"Part time",606575,,,,,Disponible,14116,Mataró,Oviedo,2026-11-03,2026-11-18,41,377,126000,EasyJet,,{},"{Zamora,Motril}",,{}
"Agustín Yáñez Candelaria",29267898,3,agustOAn7570@viajes.cl,Agustíncandelaria,IAy5IqtxCYelsXO,"+56 9 4408 5373",Diurno,Consalud,"Full time",606576,,,,,Disponible,77435,Madrid,Guadalajara,2026-05-17,2026-10-23,97,3824,476000,"Singapore Airlines",,{},{Algeciras},,{}
"Lourdes Moya Rascón",16765448,7,lourdes4557@viajes.cl,lomora,o7mZ4r5Ylrh8Eubk,"+56 9 6198 7289",Nocturno,Colmena,"Full time",606577,,,,,Disponible,34701,SanlúcardeBarrameda,Alcobendas,2025-10-27,2026-03-06,1,3126,220000,Lufthansa,,{},{},,{}
"Ramona Orosco Rivero",29179253,7,raorri@viajes.cl,raorri,V0cqAZ5Z0HIwpKo5,"+56 2 4912 3668",Diurno,"Más vida","Full time",606579,,,0,,Disponible,47467,SantaLucíadeTirajana,Rubí,2025-05-18,2025-06-26,48,940,126000,EasyJet,,{},"{""Jerez de la Frontera""}",,{}
"Pablo Roybal Lara",15359111,3,pablo2608@viajes.cl,parola,b6beTXxsGW,"+56 9 0665 2552",Nocturno,Fonasa,"Full time",606580,,,,,Disponible,72277,Rubí,Ceuta,2026-03-06,2026-07-28,38,3458,145000,"Alaska Airlines",,{},{},,{}
"Bernardo Corona Alicea",13332919,6,Bernardoalicea@viajes.cl,Bernardoalicea,W7gEELft0k,"+56 2 0817 1651",Nocturno,"Más vida","Full time",606581,,,0,,Disponible,97415,Guadalajara,Móstoles,2026-05-22,2026-09-17,37,2844,147000,"United Airlines",,{},"{""Chiclana de la Frontera"",Rivas-Vaciamadrid,Pamplona,Logroño,Alcorcón}",,{}
